top,bottom,shoes,occasion,weather_condition,temp_c,mood,score,label
Hoodie,Jeans,Heels,Wedding,Cloudy,13.2,Romantic,0.7,1
Blouse,Skirt,Sports Shoes,Office,Clear,6.1,Happy,0.75,1
Hoodie,Skirt,Casual Shoes,Casual,Clear,20.1,Professional,0.45,0
Sweater,Jeans,Boots,Casual,Rainy,11.8,Romantic,1.0,1
Coat,Skirt,Casual Shoes,Wedding,Sunny,29.3,Professional,0.45,0
Blouse,Skirt,Sports Shoes,Date,Cloudy,15.6,Bold,0.7,1
Hoodie,Skirt,Sports Shoes,Date,Cloudy,26.0,Romantic,0.7,1
Dress,Shorts,Sandals,Date,Clear,13.4,Professional,0.55,0
Coat,Shorts,Heels,Wedding,Rainy,5.5,Professional,0.3,0
Blouse,Shorts,Heels,Wedding,Rainy,24.4,Happy,0.4,0
Dress,Shorts,Heels,Office,Sunny,15.4,Romantic,0.4,0
Dress,Jeans,Casual Shoes,Party,Sunny,22.1,Romantic,0.7,1
Coat,Jeans,Boots,Casual,Sunny,13.7,Professional,0.65,1
Sweater,Skirt,Casual Shoes,Date,Sunny,31.6,Bold,0.35,0
Hoodie,Pants,Boots,Wedding,Clear,14.2,Bold,0.65,1
Sweater,Shorts,Boots,Party,Rainy,31.2,Happy,0.55,1
Hoodie,Skirt,Sports Shoes,Casual,Rainy,35.2,Romantic,0.75,1
Dress,Pants,Boots,Casual,Cloudy,8.4,Relaxed,0.8,1
Shirt,Jeans,Casual Shoes,Office,Cloudy,36.1,Romantic,0.75,1
Hoodie,Pants,Heels,Date,Rainy,15.9,Romantic,1.0,1
Shirt,Pants,Boots,Office,Snow,8.8,Bold,1.0,1
Shirt,Pants,Heels,Party,Cloudy,34.6,Happy,0.8,1
Shirt,Shorts,Sandals,Casual,Snow,31.2,Romantic,0.6,1
Shirt,Jeans,Sports Shoes,Wedding,Rainy,31.8,Professional,0.45,0
Dress,Skirt,Sports Shoes,Party,Sunny,12.1,Relaxed,0.7,1
Hoodie,Pants,Sandals,Date,Cloudy,39.3,Happy,0.35,0
Shirt,Pants,Boots,Party,Clear,26.6,Bold,0.65,1
Blouse,Shorts,Sandals,Wedding,Clear,20.5,Professional,0.55,1
Dress,Jeans,Casual Shoes,Casual,Rainy,18.5,Happy,0.85,1
Shirt,Shorts,Heels,Date,Sunny,36.8,Romantic,1.0,1
Jacket,Skirt,Casual Shoes,Office,Clear,19.8,Romantic,0.45,0
Shirt,Skirt,Heels,Casual,Snow,10.7,Happy,0.6,1
Shirt,Jeans,Sandals,Date,Rainy,32.3,Relaxed,0.55,0
Shirt,Skirt,Sports Shoes,Casual,Cloudy,7.8,Bold,0.6,1
Coat,Jeans,Sports Shoes,Office,Clear,31.1,Professional,0.15,0
Dress,Jeans,Casual Shoes,Wedding,Snow,29.3,Romantic,0.65,1
Shirt,Shorts,Boots,Office,Cloudy,25.8,Romantic,0.55,1
Coat,Pants,Casual Shoes,Party,Cloudy,25.6,Relaxed,0.5,0
Sweater,Jeans,Boots,Casual,Snow,38.5,Romantic,0.75,1
Sweater,Jeans,Sandals,Office,Clear,25.7,Bold,0.35,0
Sweater,Shorts,Casual Shoes,Casual,Cloudy,15.2,Happy,0.85,1
Hoodie,Shorts,Casual Shoes,Office,Rainy,14.6,Romantic,0.0,0
Shirt,Shorts,Casual Shoes,Office,Sunny,25.3,Bold,0.5,0
Sweater,Pants,Boots,Wedding,Cloudy,32.1,Happy,0.7,1
Shirt,Pants,Sandals,Date,Rainy,16.2,Professional,0.45,0
Sweater,Pants,Casual Shoes,Date,Snow,23.5,Relaxed,0.7,1
T-Shirt,Skirt,Casual Shoes,Party,Cloudy,25.7,Relaxed,0.6,1
Jacket,Skirt,Heels,Casual,Rainy,6.6,Bold,0.7,1
Sweater,Skirt,Sandals,Party,Snow,25.8,Happy,0.65,1
Shirt,Skirt,Sandals,Party,Clear,31.7,Romantic,0.6,1
Hoodie,Pants,Sandals,Casual,Clear,27.8,Professional,0.55,0
Jacket,Skirt,Sandals,Date,Rainy,34.2,Romantic,0.6,1
T-Shirt,Jeans,Sandals,Wedding,Rainy,14.9,Happy,0.0,0
Jacket,Shorts,Casual Shoes,Date,Sunny,7.7,Romantic,0.55,1
Hoodie,Shorts,Casual Shoes,Date,Rainy,16.2,Bold,0.6,1
Coat,Jeans,Heels,Office,Snow,38.6,Happy,0.6,1
Hoodie,Skirt,Sports Shoes,Date,Sunny,34.4,Professional,0.25,0
Blouse,Jeans,Sports Shoes,Party,Sunny,34.4,Romantic,0.5,0
Blouse,Shorts,Heels,Date,Cloudy,37.1,Relaxed,0.85,1
Sweater,Skirt,Heels,Office,Rainy,5.7,Relaxed,0.95,1
Hoodie,Shorts,Casual Shoes,Party,Sunny,7.3,Relaxed,0.4,0
Coat,Skirt,Sports Shoes,Date,Cloudy,5.2,Happy,0.7,1
Coat,Shorts,Casual Shoes,Party,Clear,26.9,Bold,0.45,0
Dress,Shorts,Sandals,Date,Rainy,21.2,Romantic,0.55,0
Dress,Pants,Sports Shoes,Casual,Sunny,35.9,Happy,0.7,1
T-Shirt,Skirt,Boots,Date,Clear,36.2,Bold,0.6,1
T-Shirt,Jeans,Heels,Office,Snow,34.4,Professional,0.45,0
T-Shirt,Shorts,Sandals,Casual,Clear,36.3,Professional,1.0,1
Jacket,Skirt,Boots,Party,Snow,17.4,Happy,0.95,1
Dress,Jeans,Sports Shoes,Office,Rainy,9.8,Romantic,0.3,0
Sweater,Pants,Sports Shoes,Party,Rainy,32.2,Professional,0.35,0
T-Shirt,Shorts,Boots,Date,Cloudy,19.4,Professional,0.5,0
Blouse,Pants,Boots,Office,Snow,28.8,Romantic,1.0,1
Jacket,Pants,Sports Shoes,Casual,Snow,24.8,Professional,0.7,1
Hoodie,Shorts,Heels,Date,Snow,8.8,Happy,0.65,1
Shirt,Jeans,Casual Shoes,Office,Cloudy,28.7,Relaxed,0.65,1
Sweater,Jeans,Heels,Date,Cloudy,38.1,Romantic,0.6,1
Hoodie,Shorts,Heels,Date,Rainy,26.1,Romantic,0.85,1
Hoodie,Jeans,Boots,Casual,Snow,27.1,Relaxed,1.0,1
Blouse,Skirt,Sandals,Party,Snow,7.6,Happy,0.45,0
Shirt,Skirt,Sports Shoes,Date,Cloudy,16.6,Professional,0.6,1
Dress,Pants,Casual Shoes,Casual,Rainy,17.5,Professional,0.5,0
Jacket,Jeans,Boots,Wedding,Clear,14.9,Bold,0.85,1
Hoodie,Skirt,Sports Shoes,Office,Rainy,24.9,Professional,0.5,0
Hoodie,Skirt,Sports Shoes,Party,Rainy,9.8,Professional,0.7,1
Blouse,Shorts,Boots,Date,Rainy,26.3,Happy,0.55,0
T-Shirt,Jeans,Sports Shoes,Date,Cloudy,18.5,Professional,0.5,0
Hoodie,Pants,Sports Shoes,Office,Rainy,14.6,Happy,0.4,0
Dress,Jeans,Boots,Office,Sunny,9.8,Relaxed,0.7,1
Sweater,Jeans,Sandals,Party,Snow,20.6,Bold,0.7,1
Shirt,Shorts,Heels,Office,Cloudy,15.0,Happy,0.55,1
Coat,Skirt,Casual Shoes,Date,Rainy,28.4,Romantic,0.65,1
Hoodie,Skirt,Heels,Party,Cloudy,6.4,Bold,1.0,1
Coat,Skirt,Boots,Casual,Sunny,19.5,Relaxed,0.4,0
Jacket,Skirt,Heels,Party,Rainy,15.7,Happy,1.0,1
Sweater,Jeans,Heels,Casual,Rainy,36.6,Romantic,0.6,1
Shirt,Shorts,Sports Shoes,Office,Sunny,35.4,Relaxed,0.2,0
Dress,Shorts,Casual Shoes,Date,Snow,17.4,Relaxed,0.5,0
Shirt,Shorts,Sandals,Wedding,Sunny,24.6,Happy,0.55,1
Coat,Shorts,Sandals,Casual,Clear,14.0,Relaxed,0.7,1
T-Shirt,Jeans,Heels,Casual,Cloudy,33.8,Happy,0.95,1
T-Shirt,Shorts,Sports Shoes,Wedding,Snow,11.9,Relaxed,0.0,0
Hoodie,Skirt,Heels,Date,Snow,38.0,Professional,0.6,1
Dress,Jeans,Sports Shoes,Wedding,Clear,9.6,Professional,0.15,0
Jacket,Pants,Heels,Date,Cloudy,34.6,Bold,0.5,0
Hoodie,Skirt,Sandals,Casual,Rainy,9.9,Romantic,0.85,1
Blouse,Pants,Boots,Casual,Cloudy,33.1,Romantic,0.5,0
Coat,Skirt,Heels,Date,Cloudy,35.2,Romantic,0.6,1
Hoodie,Jeans,Sandals,Party,Sunny,11.7,Happy,0.6,1
Hoodie,Shorts,Sandals,Casual,Clear,9.9,Romantic,0.75,1
Shirt,Shorts,Casual Shoes,Party,Cloudy,6.8,Professional,0.15,0
Blouse,Shorts,Casual Shoes,Office,Cloudy,39.3,Happy,0.5,0
T-Shirt,Jeans,Sports Shoes,Date,Sunny,25.3,Relaxed,0.5,0
Blouse,Shorts,Boots,Office,Rainy,15.5,Bold,0.5,0
Sweater,Jeans,Sports Shoes,Party,Sunny,26.3,Relaxed,0.25,0
Sweater,Pants,Casual Shoes,Casual,Sunny,8.3,Relaxed,0.7,1
Sweater,Pants,Sandals,Wedding,Snow,19.3,Relaxed,0.75,1
Coat,Shorts,Boots,Office,Rainy,10.8,Professional,0.55,1
Dress,Skirt,Casual Shoes,Date,Cloudy,31.2,Professional,0.7,1
Shirt,Pants,Sandals,Casual,Rainy,27.0,Relaxed,0.6,1
Blouse,Shorts,Casual Shoes,Date,Rainy,38.2,Bold,0.6,1
Shirt,Shorts,Heels,Office,Cloudy,35.9,Romantic,0.65,1
T-Shirt,Pants,Casual Shoes,Party,Sunny,35.9,Professional,0.5,0
Dress,Skirt,Boots,Office,Snow,8.7,Bold,1.0,1
Dress,Jeans,Boots,Date,Clear,32.1,Romantic,0.9,1
Dress,Skirt,Casual Shoes,Date,Clear,23.1,Professional,0.7,1
Shirt,Shorts,Casual Shoes,Casual,Sunny,35.1,Romantic,0.85,1
Coat,Skirt,Sandals,Office,Cloudy,29.7,Bold,0.55,0
Dress,Pants,Sports Shoes,Wedding,Cloudy,23.5,Happy,0.35,0
Jacket,Jeans,Heels,Party,Sunny,36.7,Romantic,0.45,0
Dress,Shorts,Boots,Office,Snow,9.3,Romantic,0.25,0
T-Shirt,Shorts,Boots,Office,Sunny,23.2,Romantic,0.1,0
Blouse,Jeans,Casual Shoes,Wedding,Rainy,35.7,Happy,0.8,1
Hoodie,Pants,Casual Shoes,Casual,Cloudy,33.2,Bold,0.55,0
Blouse,Shorts,Boots,Casual,Rainy,17.5,Happy,0.7,1
Dress,Pants,Sandals,Date,Clear,32.3,Happy,0.8,1
Coat,Shorts,Sandals,Casual,Clear,29.3,Romantic,0.7,1
Coat,Shorts,Sandals,Casual,Cloudy,14.4,Romantic,0.6,1
Jacket,Jeans,Boots,Office,Cloudy,10.9,Relaxed,0.9,1
Hoodie,Shorts,Boots,Casual,Cloudy,22.9,Relaxed,1.0,1
Shirt,Pants,Boots,Office,Sunny,25.3,Romantic,1.0,1
T-Shirt,Jeans,Sports Shoes,Casual,Rainy,32.5,Professional,0.85,1
Blouse,Pants,Sports Shoes,Date,Rainy,26.8,Professional,0.6,1
Blouse,Pants,Sandals,Wedding,Cloudy,15.9,Romantic,1.0,1
Dress,Shorts,Boots,Party,Clear,19.3,Bold,0.9,1
Hoodie,Pants,Casual Shoes,Office,Rainy,13.5,Romantic,0.6,1
Sweater,Shorts,Sandals,Casual,Rainy,21.6,Relaxed,0.75,1
Jacket,Shorts,Heels,Office,Rainy,9.8,Professional,0.4,0
Dress,Pants,Casual Shoes,Office,Rainy,14.6,Happy,0.7,1
Hoodie,Pants,Heels,Date,Cloudy,16.0,Professional,0.65,1
Dress,Jeans,Boots,Office,Rainy,21.5,Romantic,0.8,1
Dress,Pants,Sandals,Office,Snow,11.3,Relaxed,0.45,0
Hoodie,Skirt,Heels,Wedding,Cloudy,38.2,Bold,0.3,0
Blouse,Skirt,Casual Shoes,Office,Cloudy,32.8,Happy,0.95,1
Hoodie,Jeans,Casual Shoes,Office,Rainy,18.7,Bold,0.4,0
Blouse,Skirt,Boots,Party,Cloudy,17.5,Happy,0.6,1
Dress,Jeans,Heels,Casual,Rainy,15.3,Relaxed,0.8,1
Sweater,Jeans,Boots,Party,Rainy,7.8,Bold,1.0,1
Coat,Jeans,Boots,Date,Cloudy,38.6,Bold,0.35,0
Jacket,Skirt,Boots,Date,Snow,16.2,Professional,0.85,1
Coat,Shorts,Sandals,Wedding,Clear,16.0,Happy,0.0,0
Dress,Shorts,Sports Shoes,Wedding,Sunny,31.5,Happy,0.0,0
Dress,Jeans,Boots,Party,Snow,17.2,Happy,0.95,1
Hoodie,Skirt,Sports Shoes,Office,Clear,16.1,Bold,0.0,0
Hoodie,Shorts,Casual Shoes,Party,Rainy,19.2,Happy,0.65,1
Dress,Skirt,Sports Shoes,Office,Clear,32.1,Happy,0.5,0
Hoodie,Shorts,Boots,Wedding,Cloudy,24.4,Bold,0.0,0
Coat,Shorts,Sports Shoes,Party,Rainy,38.4,Romantic,0.3,0
T-Shirt,Pants,Boots,Date,Rainy,21.1,Romantic,0.85,1
Hoodie,Shorts,Boots,Wedding,Snow,16.1,Relaxed,0.05,0
Sweater,Shorts,Sports Shoes,Wedding,Clear,28.2,Professional,0.0,0
Hoodie,Jeans,Casual Shoes,Party,Cloudy,16.6,Happy,0.7,1
Jacket,Pants,Heels,Office,Sunny,19.7,Bold,0.6,1
Dress,Shorts,Heels,Date,Rainy,24.9,Professional,0.65,1
T-Shirt,Pants,Boots,Wedding,Clear,13.8,Bold,0.7,1
Dress,Jeans,Sandals,Date,Clear,13.4,Relaxed,0.65,1
Jacket,Pants,Sandals,Casual,Rainy,19.0,Professional,0.55,0
Jacket,Jeans,Boots,Wedding,Sunny,19.6,Bold,0.5,0
T-Shirt,Shorts,Boots,Party,Clear,16.7,Happy,0.75,1
Dress,Jeans,Sandals,Wedding,Sunny,14.5,Bold,0.45,0
Dress,Shorts,Boots,Date,Rainy,6.9,Romantic,0.85,1
Jacket,Shorts,Boots,Office,Rainy,33.7,Relaxed,0.2,0
Blouse,Skirt,Heels,Party,Rainy,24.1,Bold,0.85,1
Dress,Skirt,Boots,Casual,Cloudy,29.7,Happy,0.6,1
Coat,Pants,Sports Shoes,Wedding,Cloudy,10.7,Romantic,0.7,1
Shirt,Skirt,Boots,Date,Rainy,26.4,Bold,0.85,1
Coat,Pants,Sports Shoes,Date,Cloudy,33.6,Professional,0.25,0
Hoodie,Jeans,Casual Shoes,Casual,Clear,17.1,Romantic,0.7,1
Dress,Shorts,Sports Shoes,Office,Cloudy,37.0,Romantic,0.05,0
Dress,Jeans,Sports Shoes,Office,Sunny,12.6,Happy,0.3,0
Hoodie,Jeans,Heels,Wedding,Cloudy,14.3,Bold,0.55,1
Blouse,Shorts,Boots,Casual,Sunny,5.3,Professional,0.6,1
Hoodie,Pants,Sports Shoes,Party,Snow,39.4,Professional,0.45,0
Blouse,Jeans,Sandals,Party,Cloudy,15.3,Bold,0.65,1
Shirt,Shorts,Sandals,Wedding,Snow,13.1,Romantic,0.15,0
Dress,Pants,Casual Shoes,Casual,Sunny,9.7,Romantic,0.6,1
Sweater,Jeans,Sports Shoes,Date,Rainy,10.3,Relaxed,0.7,1
Dress,Skirt,Sandals,Date,Rainy,36.1,Romantic,0.85,1
T-Shirt,Jeans,Sandals,Casual,Snow,31.9,Happy,1.0,1
Hoodie,Shorts,Heels,Party,Snow,39.8,Professional,0.5,0
Dress,Skirt,Sports Shoes,Office,Cloudy,37.7,Happy,0.5,0
Blouse,Shorts,Boots,Party,Cloudy,21.0,Bold,0.6,1
T-Shirt,Shorts,Heels,Office,Rainy,11.6,Bold,0.0,0
Jacket,Jeans,Heels,Wedding,Cloudy,11.0,Romantic,1.0,1
Hoodie,Jeans,Casual Shoes,Wedding,Sunny,8.5,Professional,0.05,0
Coat,Skirt,Sports Shoes,Casual,Rainy,35.0,Happy,0.65,1
Blouse,Jeans,Boots,Date,Sunny,33.4,Relaxed,0.6,1
Jacket,Skirt,Sports Shoes,Office,Sunny,29.9,Bold,0.25,0
Jacket,Shorts,Boots,Casual,Cloudy,19.1,Relaxed,0.8,1
Coat,Pants,Casual Shoes,Office,Sunny,33.3,Bold,0.45,0
Sweater,Shorts,Boots,Office,Snow,30.3,Professional,0.4,0
Shirt,Jeans,Heels,Office,Clear,11.1,Professional,1.0,1
Shirt,Skirt,Sandals,Office,Clear,39.1,Romantic,1.0,1
Blouse,Shorts,Sports Shoes,Date,Cloudy,13.6,Professional,0.4,0
Coat,Shorts,Casual Shoes,Party,Cloudy,38.3,Relaxed,0.3,0
T-Shirt,Skirt,Heels,Party,Sunny,5.4,Bold,0.95,1
Jacket,Jeans,Heels,Casual,Clear,16.4,Happy,0.5,0
T-Shirt,Jeans,Sandals,Wedding,Rainy,9.2,Romantic,0.1,0
Shirt,Skirt,Sports Shoes,Party,Sunny,14.0,Relaxed,0.5,0
Dress,Skirt,Boots,Party,Clear,15.3,Happy,0.8,1
Jacket,Jeans,Sports Shoes,Wedding,Snow,23.3,Romantic,0.5,0
Dress,Shorts,Heels,Party,Snow,27.5,Happy,0.75,1
T-Shirt,Pants,Sports Shoes,Party,Clear,8.2,Relaxed,0.6,1
Blouse,Jeans,Boots,Wedding,Snow,35.6,Bold,1.0,1
Hoodie,Shorts,Heels,Wedding,Rainy,18.5,Happy,0.0,0
Blouse,Shorts,Boots,Date,Cloudy,28.7,Happy,0.7,1
T-Shirt,Jeans,Sandals,Date,Sunny,11.9,Happy,0.45,0
Coat,Skirt,Casual Shoes,Wedding,Clear,11.2,Romantic,0.8,1
Shirt,Pants,Boots,Office,Snow,16.7,Happy,1.0,1
Shirt,Skirt,Boots,Party,Sunny,28.8,Relaxed,0.5,0
Hoodie,Shorts,Casual Shoes,Office,Clear,22.5,Professional,0.0,0
Shirt,Jeans,Sandals,Party,Cloudy,38.8,Happy,0.7,1
Sweater,Skirt,Casual Shoes,Office,Cloudy,19.2,Professional,0.8,1
Dress,Jeans,Casual Shoes,Casual,Sunny,40.0,Professional,0.65,1
Sweater,Jeans,Sandals,Wedding,Cloudy,31.0,Professional,0.35,0
Dress,Shorts,Casual Shoes,Casual,Rainy,26.3,Relaxed,0.7,1
Sweater,Shorts,Sandals,Office,Rainy,26.3,Professional,0.1,0
Coat,Jeans,Sandals,Wedding,Cloudy,9.0,Professional,0.55,0
Hoodie,Jeans,Sandals,Date,Sunny,22.9,Professional,0.35,0
Sweater,Skirt,Sports Shoes,Party,Sunny,25.5,Bold,0.4,0
Jacket,Pants,Casual Shoes,Office,Snow,14.5,Relaxed,0.8,1
T-Shirt,Pants,Sandals,Casual,Snow,33.5,Romantic,0.75,1
Hoodie,Skirt,Sports Shoes,Date,Clear,10.9,Relaxed,0.45,0
Jacket,Shorts,Casual Shoes,Office,Sunny,17.2,Happy,0.0,0
Blouse,Shorts,Sports Shoes,Date,Sunny,7.7,Relaxed,0.5,0
Sweater,Pants,Sports Shoes,Office,Snow,24.8,Happy,0.7,1
Hoodie,Shorts,Heels,Date,Sunny,18.7,Bold,0.6,1
Blouse,Jeans,Sports Shoes,Office,Rainy,26.6,Relaxed,0.45,0
Blouse,Shorts,Sandals,Office,Clear,8.9,Romantic,0.25,0
T-Shirt,Skirt,Casual Shoes,Casual,Snow,39.1,Happy,0.9,1
Coat,Pants,Sandals,Wedding,Rainy,14.4,Romantic,0.9,1
Jacket,Shorts,Heels,Casual,Snow,18.6,Professional,0.55,1
Jacket,Skirt,Heels,Date,Cloudy,24.1,Happy,0.65,1
Coat,Jeans,Sports Shoes,Casual,Sunny,12.8,Bold,0.7,1
Blouse,Skirt,Sports Shoes,Casual,Clear,7.4,Relaxed,0.75,1
Coat,Skirt,Casual Shoes,Party,Sunny,17.1,Bold,0.4,0
Sweater,Jeans,Casual Shoes,Casual,Rainy,12.7,Relaxed,1.0,1
Dress,Skirt,Casual Shoes,Party,Snow,27.5,Happy,0.8,1
Sweater,Shorts,Sandals,Wedding,Sunny,22.4,Happy,0.0,0
Dress,Skirt,Sports Shoes,Casual,Cloudy,32.0,Romantic,0.6,1
Jacket,Shorts,Casual Shoes,Wedding,Rainy,26.6,Relaxed,0.05,0
Blouse,Pants,Sandals,Casual,Sunny,31.9,Relaxed,0.85,1
Dress,Pants,Sandals,Wedding,Clear,10.0,Romantic,0.8,1
T-Shirt,Pants,Casual Shoes,Wedding,Clear,19.8,Romantic,0.45,0
Jacket,Pants,Sports Shoes,Date,Sunny,31.9,Relaxed,0.25,0
Blouse,Shorts,Sports Shoes,Casual,Sunny,17.5,Relaxed,1.0,1
Hoodie,Pants,Heels,Office,Cloudy,20.7,Romantic,0.55,1
Sweater,Shorts,Boots,Office,Cloudy,13.3,Bold,0.45,0
Sweater,Jeans,Casual Shoes,Office,Cloudy,38.1,Romantic,0.25,0
Jacket,Pants,Sports Shoes,Casual,Clear,9.4,Professional,0.45,0
Blouse,Skirt,Heels,Party,Cloudy,16.9,Romantic,0.7,1
Blouse,Shorts,Sandals,Office,Snow,6.2,Happy,0.05,0
Shirt,Shorts,Casual Shoes,Casual,Snow,8.7,Bold,0.55,1
Dress,Jeans,Sandals,Office,Clear,31.4,Happy,0.6,1
Coat,Pants,Casual Shoes,Office,Sunny,15.5,Romantic,0.45,0
Hoodie,Shorts,Sports Shoes,Office,Clear,31.1,Relaxed,0.0,0
Blouse,Skirt,Casual Shoes,Casual,Cloudy,33.9,Relaxed,0.75,1
Dress,Jeans,Boots,Party,Rainy,13.7,Romantic,0.85,1
Hoodie,Pants,Casual Shoes,Date,Rainy,28.7,Happy,0.45,0
Sweater,Shorts,Casual Shoes,Wedding,Rainy,24.2,Professional,0.05,0
Hoodie,Jeans,Sandals,Party,Clear,28.8,Happy,0.55,0
Dress,Pants,Boots,Casual,Rainy,26.6,Bold,0.65,1
Sweater,Shorts,Sandals,Date,Cloudy,38.0,Bold,0.55,0
Hoodie,Skirt,Heels,Casual,Snow,9.8,Romantic,0.9,1
Shirt,Shorts,Heels,Date,Snow,31.0,Relaxed,0.65,1
Sweater,Jeans,Heels,Wedding,Cloudy,16.2,Relaxed,0.75,1
Blouse,Jeans,Casual Shoes,Date,Snow,12.2,Happy,0.6,1
Blouse,Skirt,Casual Shoes,Party,Rainy,27.9,Professional,0.4,0
Jacket,Jeans,Boots,Party,Sunny,36.3,Professional,0.15,0
Dress,Jeans,Boots,Office,Snow,11.0,Professional,0.9,1
Hoodie,Shorts,Sandals,Office,Rainy,8.9,Romantic,0.0,0
Shirt,Skirt,Sports Shoes,Wedding,Rainy,6.4,Relaxed,0.65,1
Coat,Jeans,Sandals,Party,Sunny,10.4,Happy,0.5,0
Dress,Skirt,Sports Shoes,Casual,Snow,25.5,Happy,0.7,1
Sweater,Jeans,Sandals,Party,Cloudy,39.7,Professional,0.25,0
Shirt,Shorts,Sports Shoes,Office,Snow,16.7,Happy,0.0,0
Hoodie,Shorts,Sandals,Party,Cloudy,12.6,Romantic,0.4,0
Dress,Skirt,Casual Shoes,Party,Clear,9.5,Happy,0.8,1
Hoodie,Shorts,Heels,Casual,Clear,33.4,Relaxed,0.85,1
Coat,Shorts,Casual Shoes,Wedding,Sunny,31.2,Professional,0.0,0
T-Shirt,Shorts,Heels,Office,Clear,11.0,Professional,0.0,0
Shirt,Skirt,Casual Shoes,Wedding,Rainy,19.4,Bold,1.0,1
Jacket,Pants,Sports Shoes,Casual,Sunny,22.0,Professional,0.25,0
Blouse,Shorts,Boots,Office,Snow,20.5,Bold,0.5,0
Sweater,Jeans,Casual Shoes,Date,Snow,19.0,Happy,0.7,1
Hoodie,Jeans,Casual Shoes,Date,Snow,11.5,Professional,0.7,1
Coat,Shorts,Boots,Casual,Sunny,17.2,Romantic,0.5,0
Jacket,Pants,Casual Shoes,Date,Sunny,22.4,Happy,0.25,0
Shirt,Jeans,Heels,Party,Sunny,26.7,Professional,0.6,1
Dress,Pants,Casual Shoes,Office,Snow,17.0,Professional,0.8,1
Hoodie,Shorts,Sports Shoes,Casual,Cloudy,33.7,Relaxed,0.95,1
T-Shirt,Shorts,Boots,Party,Cloudy,29.7,Happy,0.75,1
Jacket,Shorts,Sports Shoes,Party,Sunny,35.8,Romantic,0.3,0
Sweater,Jeans,Boots,Casual,Rainy,16.5,Happy,1.0,1
Jacket,Jeans,Heels,Date,Cloudy,25.8,Professional,0.65,1
Hoodie,Shorts,Casual Shoes,Date,Sunny,8.5,Relaxed,0.35,0
Hoodie,Pants,Casual Shoes,Wedding,Sunny,26.0,Happy,0.05,0
Coat,Pants,Sports Shoes,Casual,Rainy,24.5,Happy,0.9,1
Jacket,Skirt,Boots,Office,Rainy,17.1,Professional,1.0,1
Sweater,Jeans,Sandals,Wedding,Cloudy,22.9,Bold,0.5,0
Dress,Skirt,Sports Shoes,Party,Sunny,28.2,Happy,0.8,1
Coat,Jeans,Boots,Date,Rainy,13.0,Happy,0.85,1
Shirt,Pants,Casual Shoes,Wedding,Rainy,7.2,Romantic,1.0,1
Jacket,Jeans,Sports Shoes,Date,Clear,20.6,Professional,0.25,0
Hoodie,Pants,Heels,Office,Cloudy,27.6,Happy,0.55,1
Dress,Pants,Casual Shoes,Casual,Sunny,34.8,Bold,0.6,1
Shirt,Skirt,Casual Shoes,Date,Snow,36.0,Romantic,0.8,1
Coat,Shorts,Sandals,Wedding,Cloudy,36.7,Bold,0.0,0
Dress,Pants,Sandals,Casual,Snow,35.5,Happy,0.65,1
Sweater,Jeans,Sports Shoes,Wedding,Rainy,13.6,Romantic,0.5,0
Jacket,Pants,Sports Shoes,Wedding,Clear,34.0,Romantic,0.25,0
Coat,Shorts,Heels,Office,Snow,19.7,Professional,0.4,0
Blouse,Skirt,Sports Shoes,Casual,Cloudy,37.6,Bold,0.6,1
Blouse,Pants,Casual Shoes,Wedding,Clear,35.3,Happy,1.0,1
T-Shirt,Jeans,Casual Shoes,Date,Snow,12.7,Relaxed,0.5,0
Dress,Pants,Heels,Casual,Rainy,9.1,Relaxed,0.65,1
Hoodie,Jeans,Boots,Party,Cloudy,31.4,Bold,0.5,0
Sweater,Shorts,Sandals,Casual,Sunny,23.2,Romantic,0.7,1
Shirt,Jeans,Heels,Wedding,Snow,38.8,Happy,1.0,1
Jacket,Jeans,Sports Shoes,Wedding,Snow,15.3,Relaxed,0.35,0
Shirt,Jeans,Boots,Office,Sunny,20.0,Professional,1.0,1
Shirt,Jeans,Heels,Wedding,Cloudy,19.9,Happy,1.0,1
Blouse,Jeans,Sports Shoes,Office,Snow,5.2,Relaxed,0.45,0
T-Shirt,Jeans,Sports Shoes,Date,Snow,15.6,Romantic,0.7,1
Dress,Shorts,Casual Shoes,Casual,Clear,9.1,Bold,0.65,1
Jacket,Shorts,Boots,Wedding,Clear,21.9,Professional,0.15,0
Blouse,Pants,Casual Shoes,Date,Sunny,32.5,Professional,0.6,1
Blouse,Skirt,Heels,Wedding,Snow,26.3,Professional,1.0,1
T-Shirt,Jeans,Sports Shoes,Date,Clear,22.2,Bold,0.6,1
Hoodie,Skirt,Sandals,Office,Snow,8.9,Relaxed,0.35,0
Hoodie,Skirt,Casual Shoes,Date,Clear,28.8,Romantic,0.45,0
Coat,Pants,Casual Shoes,Office,Snow,24.2,Bold,0.9,1
Jacket,Jeans,Sandals,Office,Rainy,15.1,Relaxed,0.45,0
T-Shirt,Skirt,Heels,Office,Clear,36.4,Relaxed,0.45,0
Dress,Skirt,Heels,Casual,Sunny,38.6,Bold,0.5,0
Jacket,Jeans,Heels,Casual,Snow,27.6,Professional,0.75,1
Coat,Pants,Sandals,Wedding,Clear,31.4,Romantic,0.7,1
Shirt,Jeans,Sandals,Date,Snow,20.1,Bold,0.55,0
Coat,Pants,Sandals,Office,Sunny,20.5,Bold,0.55,0
Blouse,Shorts,Boots,Office,Cloudy,21.4,Relaxed,0.45,0
